title,author,rating,gender,publisher,publishDate
"Warrior Chicks: Rising Strong, Beautiful and Confident",Holly Wagner,4.15,w,Regal,September 4th 2007
Ode to Billy Joe,Herman Raucher,3.99,m,Dell,March 1st 1976
Hour of the Olympics,Mary Pope Osborne,3.94,m,Random House Books for Young Readers,October 20th 1998
"Good Morning, Holy Spirit",Benny Hinn,4.37,m,Thomas Nelson Publishers,May 7th 1997
Voluntary,Aaron B. Powell,4.23,m,CreateSpace,May 2013
Hereward,James Wilde,3.78,m,Bantam,March 29th 2012
Zombie Novel Writing 101: How to Write a Zombie Novel,Steve French,4.33,m,Dark Hour Arts Inc.,April 16th 2013
The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,4.18,m,Crown Business,September 14th 2010
Zanoni: A Rosicrucian Tale,Edward Bulwer-Lytton,3.69,m,Steiner Books,December 1st 1990
Incredible Beauty,Missy Johnson,3.67,w,Michelle Johnson,July 24th 2013
Time Control - Taking Control and Achieving Goals,Martin Gover,4.47,m,,2011
Многорукий бог далайна,Святослав Логинов,4.22,m,Флокс,1994
The Macaroni Mess,"Francine Pascal , Molly Mia Stewart",3.65,w;w,Sweet Valley,August 11th 1997
In Session,M.J. Rose,3.6,m,,September 20th 2011
The Shadow Man,John Katzenbach,3.8,m,Ballantine Books,July 31st 1996
"Bleach, Volume 15",Tite Kubo,4.42,m,VIZ Media LLC,October 3rd 2006
Drifters Volume 1,Kohta Hirano,3.81,m,Dark Horse Manga,September 13th 2011
أبيض غامق,محمد السيد,4.0,m,دار دون,January 2012
The Mercenary,Johanna Rae,4.44,w,Abbott Press,August 28th 2012
Sinergi,Hilal Asyraf,4.49,w,Galeri Ilmu,2010
This Time Around,Ellie Grace,3.83,w,Ellie Grace,July 15th 2013
عِش عظيماً,كريم الشاذلي,3.69,m,دار أجيال,July 1st 2012
The Proposal & Solid Soul,Brenda Jackson,4.36,w,Harlequin,May 24th 2011
The Black Tulip,Alexandre Dumas,3.82,m,Penguin Classics,April 24th 2003
Tiara,John Reinhard Dizon,4.21,m,Publish America,November 17th 2003
"Ghost Stations (The True Lives Of The Fabulous Killjoys, #2)","Gerard Way, Shaun Simon",4.59,m;m,Dark horse comics,July 2013
Small Is Beautiful: Economics as if People Mattered,Ernst F. Schumacher,4.12,m,Harper Perennial,September 27th 1989
Love Is Mortal,Caroline Hanson,3.89,w,Host of the Hills,November 14th 2012
Copycat,Erica Spindler,4.09,w,MIRA,May 30th 2006
An American Prayer,Jim Morrison,4.26,m,Zeppelin Publishing Company,July 28th 1983
Diário de Um Adolescente com a Mania da Saúde,"Aidan Macfarlane, Ann McPherson",3.67,m;w,Europa América,1993
Orphan of Destiny,Michael P. Spradlin,4.1,m,Putnam Juvenile/G.P. Putnam's Sons/Penguin Young Readers Group,October 28th 2010
The Quo,Lola St. Vil,4.42,w,,
The Making Of Ajay: Every Man,Black Coffee,5.0,m,True's Relate,April 13th 2013
Wicked Surrender,Jade Lee,3.68,w,Berkley,September 7th 2010
The Princesses of Iowa,M. Molly Backes,3.66,m,Candlewick,May 8th 2012
Those Terrible Middle Ages: Debunking the Myths,Régine Pernoud,3.97,w,Ignatius Press,March 1st 2000
Sort of Forever,Sally Warner,4.04,w,Knopf Books for Young Readers,July 20th 1999
Footfall,"Larry Niven, Jerry Pournelle",3.92,m;m,Del Rey,June 23rd 1997
Flower In the Dark,Elizabeth Paradise,4.67,w,EJMP,May 9th 2013
Dine & Dash,Abigail Roux,4.29,w,Abigail Roux,July 8th 2012
The Door to Time,Pierdomenico Baccalario,3.94,m,Scholastic Inc.,January 1st 2006
The Wiccan Diaries / Neophyte / Adept,T.D. McMichael,4.33,m,CreateSpace Independent Publishing Platform,March 20th 2013
Navzdory básník zpívá,Jarmila Loukotková,4.37,w,"Státní nakladatelství krásné literatury, hudby a umění",1994
The Burgess Boys,Elizabeth Strout,3.58,w,Random House,March 26th 2013
Time Management: How to Maximize Your 24-Hour Gift,Jim Randel,4.0,m,Rand Media,January 1st 2010
Don Carlos and Mary Stuart,Friedrich Schiller,3.89,m,Oxford University Press,August 1st 2008
Kingmaker's Sword,Ann Marston,3.79,w,Harper Voyager,January 1st 1900
Crazy Little Thing,Tracy Brogan,3.85,m,Montlake Romance,October 23rd 2012
My Vietnam War,E.E. Doc Murdock,3.67,m,,August 12th 2013
True Devotion to Mary,Louis de Montfort,4.52,m,Tan Books,December 31st 1999
L'aveugle de la cathédrale,Farjallah Haik,4.69,m,,
"Fruits Basket, Vol. 22",Natsuki Takaya,4.54,m,Delcourt,July 11th 2007
الحرب على الكسل,خالد أبو شادي,3.85,m,طيبة,Published
ميلاد مجتمع,مالك بن نبي,4.01,m,دار الإنشاء للطباعة والنشر,Published
The Facts and Fictions of Minna Pratt,Patricia MacLachlan,4.01,w,Trumpet Club,1988
Ghosts I Have Been,Richard Peck,4.03,m,Puffin Books,April 23rd 2001
Must Love Dogs,Claire Cook,3.58,w,NAL Trade,July 5th 2005
The Quiet,Rolly A. Chabot,5.0,m,Amazon Kindle,June 15th 2011
ديوان عبد الله البردوني المجلد الاول,عبد الله البردوني,4.35,m,الهيئة العامة للكتاب,2002
Hydraulic Level Five,Sarah Latchaw,3.96,w,Omnific Publishing,September 3rd 2013
Dirty Sexy Politics,Meghan McCain,3.31,w,Hyperion,August 31st 2010
Positively Bodyful,LaQuisha Hall,4.67,m,Createspace Independent Publishing Platform,April 29th 2013
Love Lines,Diana Nixon,4.01,w,Lulu.com,October 11th 2012
Just What Kind of Mother Are You?,Paula Daly,3.79,w,Doubleday Canada,April 28th 2013
London: Angel,Windry Ramadhina,3.82,m,Gagas Media,2013
Better Out Than In,Adam Wallace,4.14,m,Jojo Publishing,November 1st 2007
Matter of Resistance,Raymond Vogel,4.12,m,"Aec Stellar Publishing, Inc.",August 22nd 2013
Such a Perfect Sister,Donna Hay,3.61,w,Orion Publishing,January 1st 2003
Mummy’s Little Helper: The Heartrending True Story of a Young Girl Secretly Caring for Her Severely Disabled Mother,Casey Watson,4.42,m,HarperElement,March 14th 2013
The Five Fingers,Gayle Rivers,4.14,m,Bantam,June 1st 1991
Obsesi,Lexie Xu,4.23,w,PT Gramedia Pustaka Utama,October 2010
The Wisdom of Alexander the Great: Enduring Leadership Lessons from the Man Who Created an Empire,Lance B. Kurke,3.87,m,AMACOM/American Management Association,August 30th 2004
As We Forgive: Stories of Reconciliation from Rwanda,Catherine Claire Larson,4.31,w,Zondervan,February 10th 2009
A Disturbed Girl's Guide to Curing Boredom,James Howell,3.66,m,Amygdala Press,July 4th 2011
الغد المشتعل,مصطفى محمود,3.93,m,دار أخبار اليوم,1998
The Fallout,S.A. Bodeen,3.82,m,Feiwel & Friends,September 24th 2013
The Phantom King,Heather Killough-Walden,4.19,w,,May 12th 2012
A Time for Dancing,Davida Wills Hurwin,4.31,w,Puffin,December 1st 1997
Lye Street,Alan Campbell,3.91,m,Subterranean Press,February 1st 2008
I Surrender,Monica James,3.97,w,theEDGEbooks,July 30th 2013
Pearl,Mary Gordon,3.19,m,Anchor,April 11th 2006
Fatal Descent,Beth Groundwater,3.96,w,MIDNIGHT INK,June 8th 2013
"The Art of Computer Programming, Volume 1: Fundamental Algorithms",Donald Ervin Knuth,4.37,m,Addison-Wesley,July 7th 1997
Flower Feud,Catherine R. Daly,4.07,w,Scholastic Paperbacks,March 1st 2011
Where I End and You Begin,Andra Brynn,3.78,w,House of the Moon Publishing,August 12th 2013
Realizing the Power of Now: An In-Depth Retreat with Eckhart Tolle,Eckhart Tolle,4.14,m,Sounds True,April 1st 2003
Het Levende Boek,Peter Van Olmen,3.98,m,Van Goor,September 2010
Amy and Isabelle,Elizabeth Strout,3.84,w,Vintage,February 1st 2000
Dissent and Heterodoxy in the Late Ottoman Empire Dissent and Heterodoxy in the Late Ottoman Empire Dissent and Heterodoxy in the Late Ottoman Empire,Necati Alkan,5.0,m,Gorgias Press,January 1st 2009
Follow the Stars Home,Luanne Rice,4.08,m,Bantam,January 2nd 2001
Curvaceous Condemnation,Rose Wynters,3.72,w,Createspace,May 7th 2013
"Rurouni Kenshin, Vol. 1 #1-3",Nobuhiro Watsuki,4.39,m,VIZ Media LLC,January 29th 2008
No Easy Way Out,Dayna Lorentz,3.65,w,Dial Books,July 16th 2013
Every Cloud Has a Silver Lining,Anne Mazer,3.94,w,Scholastic Inc.,May 1st 2003
The Scribblings of a Madcap Shambleton,Noel Fielding,4.25,m,Canongate UK,April 1st 2012
"And Afterward, the Dark: Seven Tales",Basil Copper,3.81,m,Arkham House Publishers,1977
My Bright Abyss: Meditation of a Modern Believer,Christian Wiman,3.97,m,"Farrar, Straus and Giroux",April 2nd 2013
Shades of Life,Glinda Izabel,3.71,w,Fazi Editore,May 28th 2013
The Best of Pokémon Adventures: Yellow,Hidenori Kusaka,4.46,m,VIZ Media - Children's,December 19th 2006
The Kiss of Death,Marcus Sedgwick,3.64,m,Orion Children's Books,September 1st 2008
نوش‌داروی طرح ژنریک,سیدحسن حسینی,3.75,m,سوره مهر,2001
Slave Girl,"Sarah Forsyth, Tim Tate",3.92,w;m,John Blake,July 1st 2009
Wireless Communications: Principles and Practice,Theodore S. Rappaport,3.96,m,Prentice Hall,January 10th 2002
Jaguar,Roland Smith,3.93,m,"Little, Brown Books for Young Readers",1997
آخر أحلام الدانتيل,معتز هاني,3.17,m,الربيع العربي,Published
يا صاحبي السجن,أيمن العتوم,3.95,m,المؤسسة العربية للدراسات والنشر,March 10th 2012
Pashtun Tales: From the Pakistan-Afghan Frontier,"Aisha Ahmad, Roger Boase",3.88,w;m,Saqi Books,April 2008
Pearl Cove,Elizabeth Lowell,4.08,w,Avon,June 6th 2000
"Kiss me, Chloe",Linda George,3.32,w,George Enterprises,April 10th 2013
A Note in the Margin,Isabelle Rowan,3.95,w,Dreamspinner Press LLC,March 16th 2009
Robert Pattinson: The Unauthorized Biography,Virginia Blackburn,3.93,w,Michael O'Mara,November 1st 2009
The Gogons: James & the Incredible Incident,Tere Liye,3.73,w,Gramedia Pustaka Utama,February 2006
Retorica,Aristotle,3.9,m,A. Mondadori,July 1995
Uciekinierka z San Benito,Chufo Lloréns,3.92,m,Albatros,2010
The Summer of Dead Toys: A Thriller,Toni Hill,3.68,m,Crown,June 18th 2013
Goal Achiever,Bob Proctor,4.03,m,LifeSuccess Productions,2001
Falling Off the Face of the Earth,J.F. Smith,4.12,m,JF Smith,June 5th 2011
Howling for My Baby,Beverly Rae,3.28,w,Samhain Publishing,April 3rd 2009
Dance of the Red Death,Bethany Griffin,3.67,w,Greenwillow Books,June 11th 2013
Alita @ Heart,Dewie Sekar,3.62,m,PT Gramedia Pustaka Utama,February 8th 2011
The Wronged Sons,John Marrs,4.08,m,,September 9th 2013 
Horrid Henry And The Abominable Snowman,Francesca Simon,4.01,w,Orion Children's Books,October 1st 2007
A Texas-Made Match,Noelle Marchand,4.11,w,Love Inspired,March 5th 2013
A Song for Lya: And Other Stories,George R.R. Martin,3.94,m,Babbage Press,April 1st 2001
"Help, I'm in Hot Lava!",Geronimo Stilton,4.25,m,Scholastic Paperbacks,October 29th 2013
Withnail and I: The Screenplay,Bruce Robinson,4.67,m,Harry N. Abrams,May 1st 1996
George Washington and Benedict Arnold: A Tale of Two Patriots,Dave Richard Palmer,4.27,m,Regnery History,October 5th 2010
A Sky of Spells,Morgan Rice,3.72,m,Morgan Rice,November 7th 2013
Highland Fling,Amanda Scott,3.62,w,Zebra,October 1st 1997
My Old True Love,Sheila Kay Adams,4.03,w,Algonquin Books,January 4th 2004
The Taming of a Wild Child,Kimberly Lang,3.73,m,Harlequin Books,March 2013
The Shadow of Tiamat,Sean T. Poindexter,4.11,m,Crescent Moon Press,December 1st 2011
The No. 1 Ladies' Detective Agency Collection,Alexander McCall Smith,4.11,m,Abacus,November 3rd 2005
A Beautiful Place To Die,Malla Nunn,3.89,m,Pan MacMillan,September 1st 2008
Giselle: Keeper of the Flame,Caddy Rowland,4.23,m,CreateSpace Independent Publishing Platform,December 6th 2012
Lord of Midnight,Jo Beverley,3.75,m,Signet,July 5th 2006
Prisoner of the Iron Tower,Sarah Ash,3.83,w,Spectra,August 30th 2005
Last Rite,Lisa Desrochers,3.95,w,Tor Teen,May 8th 2012
Undeclared,Jen Frederick,3.72,w,Jen Frederick,April 28th 2013
مالم يخبرني به أبي عن الحياة,كريم الشاذلي,3.78,m,دار أجيال,2010
The Octopus: A Story of California,Frank Norris,3.81,m,Penguin Classics,August 1st 1994
Status of Women in Islam,Yusuf Al-Hajj Ahmad,4.36,m,Darussalam Publishers,January 27th 2014
Hunted Past Reason,Richard Matheson,3.11,m,Forge Books,May 18th 2003
Cracks,Sheila Kohler,3.42,w,Other Press,June 17th 2006
"El Principito, El Príncipe feliz y otros cuentos","Antoine de Saint-Exupéry, Oscar Wilde",4.48,m;m,Editores Mexicanos Unidos,2002
Crucible of Gold,Naomi Novik,3.95,w,Random House,March 6th 2012
All I Can Do Is Stand Part Two,Aleja Bennett,5.0,w,Create Space,October 27th 2013
تحت سقف واحد,دينا عماد,3.36,m,نشر إلكتروني,April 15th 2012
Preston's Mill,Jacqueline Rhoades,4.26,w,CreateSpace,January 4th 2014
Alien,Alan Dean Foster,4.09,m,Grand Central Publishing,March 29th 1979
Dark Wolf,Christine Feehan,4.4,w,Berkley,January 7th 2014
Countdown,Deborah Wiles,3.9,w,Scholastic Press,May 1st 2010
The Royal Family,William T. Vollmann,3.93,m,Viking Adult,August 7th 2000
A Story Like the Wind,Laurens van der Post,4.39,m,Mariner Books,November 8th 1978
Les Cendres Froides,Valentin Musso,3.91,m,Les nouveaux auteurs,May 5th 2011
The First Time,Joy Fielding,3.9,w,Pocket Star,January 1st 2003
My Brother and His Brother,"Håkan Lindquist, Hakan Lindquist",3.72,m;m,Bruno Gmuender GMBH,March 12th 2011
Regresso a Itália,Elizabeth Adler,3.59,w,Quinta Essência,March 12th 2012
Red Country,Joe Abercrombie,4.3,m,Gollancz,October 18th 2012
The Fortune Quilt,Lani Diane Rich,3.84,m,NAL Trade,March 6th 2007
The Dark Elf of Syron,Laura Lond,3.92,w,,September 16th 2012 
The World Turned Upside Down: Radical Ideas During the English Revolution,Christopher Hill,4.11,m,Penguin,December 12th 1991
The Gates of Sparak Th'ur: A Thoughts of Mountains Novel,Steve Jones Snr,5.0,m,"Strategic Book Publishing & Rights Agency, LLC",October 3rd 2013
Accidental Crush,Adrienne Torrisi,3.79,w,,October 5th 2013
Balefire,Cate Tiernan,4.14,w,Speak,December 16th 2010
Cartas desde mi celda,Gustavo Adolfo Bécquer,3.83,m,El Cid/Argentina,October 30th 2003
A Sliver of Redemption,David Dalglish,4.11,m,,January 19th 2011
Marriagable: Gue Mau Nikah Asal...,Riri Sardjono,3.77,m,Gagas Media,2006
Emily the Emerald Fairy,Daisy Meadows,3.84,w,Scholastic Paperbacks,July 1st 2007
Red Moon Rising: How 24-7 Prayer Is Awakening a Generation,"Pete Greig , Dave Roberts",4.29,m;m,Relevant Books,October 1st 2003
"I, Mona Lisa",Jeanne Kalogridis,3.86,w,St. Martin's Griffin,October 31st 2006
The Serpent and the Rainbow,Wade Davis,3.92,m,Simon Schuster,August 5th 1997
The Missing Link,J.M. Sevilla,4.18,m,,October 26th 2013
Blissful Tragedy,Amy L. Gale,4.07,w,5Prince Books,February 20th 2014
Black Box,Cassia Leo,4.02,w,Createspace Independent Publishing Platform,February 28th 2014
Bocas del Tiempo,Eduardo Galeano,4.08,m,Siglo XXI Ediciones,May 1st 2004
Zaira,Cătălin Dorian Florescu,4.16,m,C.H. Beck,February 12th 2008
Basil of Baker Street,Eve Titus,3.92,w,Aladdin Paperbacks,August 23rd 1989
In the Buddha's Words: An Anthology of Discourses from the Pali Canon,Bhikkhu Bodhi (Translator),4.37,m,Wisdom Publications,July 28th 2005
Out Of Range,C.J. Box,4.23,m,G.P. Putnam's Sons,May 2nd 2006
Shoes To Die For,Laura Levine,3.92,w,Kensington,May 1st 2006
Derrida,Muhammad Al-Fayyadl,4.0,m,LKiS Yogyakarta,May 2005
Sammy Keyes and the Sisters of Mercy,Wendelin Van Draanen,4.08,m,Alfred A. Knopf Books for Young Readers,April 20th 1999
The Legend of Zelda: Ocarina of Time - Part 2,Akira Himekawa,4.35,m,VIZ Media - Children's,December 2nd 2008
The Case of the Missing Servant,Tarquin Hall,3.74,m,McClelland & Stewart,May 26th 2009
Васко да Гама от село Рупча,Братя Мормареви,4.56,m,Труд,2009
Ranger Mosby,Virgil Carrington Jones,4.0,m,Howell Press,April 1st 1987
Lost in America,Isaac Bashevis Singer,4.03,m,Doubleday,June 5th 1981
The Clique Series,Lisi Harrison,4.23,w,Poppy,Published
شيء سيبقى بيننا,فاروق جويدة,3.9,m,دار غريب للطباعة و النشر و التوزيع,2006
The Inconvenient Indian: A Curious Account of Native People in North America,Thomas King,4.19,m,Doubleday Canada,November 13th 2012
Northwest Angle,William Kent Krueger,4.17,m,Atria Books,August 30th 2011
In Riley's Slumber,Ashlyn Forge,4.05,w,Ashlyn Forge,April 17th 2014
Breeze of Life,Kirsty Dallas,4.2,w,,August 17th 2013
I've Been Waiting for You,Mary Moriarty,4.43,m,Smashwords Edition,November 21st 2013
The Mourning After,Adriane Leigh,4.07,w,Adriane Leigh Books,June 26th 2013
Deseos de Sangre,Vickie Taylor,3.6,w,Talismán,June 30th 2007
Rome,Jay Crownover,4.21,m,William Morrow Paperbacks,January 7th 2014
Darkness Bound,Larry Brooks,3.33,m,Onyx,October 1st 2000
Freak Show,Patti Larsen,4.3,w,Patti Larsen Books/Purely Paranormal Press,June 13th 2014
Preservation,Phillip Tomasso III,4.14,m,Severed Press,March 24th 2014
Radiant,Cynthia Hand,3.84,w,HarperTeen,December 4th 2012
Dark Enchantment,Anya Bast,4.16,w,Berkley Sensation,April 5th 2011
Horn Ok Please - HOPping To Conclusions,Kartik Iyengar,3.09,m,Horn OK Please,Published
Meisjeskok,Hannah Mccouch,2.73,w,Dutch Media Trade,June 22nd 2009
Matter,Iain M. Banks,4.08,m,Orbit,January 31st 2008
Pragmatism: A Reader,Louis Menand (Editor),3.97,m,Vintage,October 7th 1997
The Elements of Eloquence: How to Turn the Perfect English Phrase,Mark Forsyth,4.33,m,Icon Books,November 7th 2013
King of Rome,Dave Sudbury,3.56,m,Simply Read Books,June 1st 2008
The Medium,C.J. Archer,3.73,m,Oz Books,July 2nd 2012
Not That Kind of Love,K.S. Martin,3.74,m,,May 4th 2013
How Does Aspirin Find a Headache? : An Imponderables' Book,David Feldman,3.67,m,Harper Perennial,August 16th 2005
قیدار,Reza Amirkhani,3.66,m,افق,2012
One Pink Line,Dina Silver,3.91,w,,November 1st 2011 
Knights Templar Knights of Christ: Fakta Rahasia Yang Tak Terungkap The Da Vinci Code,Rizki Ridyasmara,4.19,m,Pustaka Al Kautsar,2007
Ant laiko ašmenų,Gintaras Beresnevičius,3.85,m,Aidai,2002
A Ghostly Undertaking,Tonya Kappes,3.93,w,Tonya Kappes,October 1st 2013
Innocent Temptation (Divine Temptations #2),Lolo Mayaya,4.33,m,,January 3rd 2012
El sótano,"David Zurdo Saiz, Ángel Gutiérrez",3.13,m;m,DeBolsillo,June 8th 2010
Thanks Lil Ren,Joyce Mitchell,4.11,w,Amazon Digital Services,April 24th 2014
Letting Go of Lisa,Lurlene McDaniel,4.09,m,Delacorte Books for Young Readers,July 25th 2006
The How of Happiness: A Scientific Approach to Getting the Life You Want,Sonja Lyubomirsky,3.97,w,"Penguin Press HC, The",December 27th 2007
Lil Mama's Rules,Sheneska Jackson,4.12,m,Simon Schuster,August 7th 2001
Fears of Darkness,J.M. Northup,4.31,m,Createspace Independent Publishing Platform,June 8th 2014
Way Of The Samurai,Yukio Mishima,3.89,m,Basic Books,August 4th 1977
مدخل إلى التنوير الأوروبي,هاشم صالح,4.04,m,دار الطليعة,2007
Zeus Grants Stupid Wishes: A No-Bullshit Guide to World Mythology,Cory O'Brien,4.04,m,TarcherPerigee,March 5th 2013
La Peste des âmes,Jürgen Seidel,2.61,m,,
Burning Desire,Heather Leigh,3.9,w,,April 4th 2014
Savage Awakening,J.D. Tyler,4.12,m,NAL/Signet Eclipse,April 3rd 2012
Der Teufel In Frankreich. Erlebnisse,"Lion Feuchtwanger, Marta Feuchtwanger",4.11,m;w,,
One Last Time,Jan Strnad,4.78,m,Jan Strnad,June 17th 2014
Magie pro každého,Jiří Pavlovský,3.95,m,Epocha,September 2012
Oscar Wilde,Richard Ellmann,4.06,m,Vintage,November 5th 1988
Existentialism For Dummies,"Christopher Panza, Gregory Gale",4.06,m;m,For Dummies,August 1st 2008
The Goatman,Jeff Fuell,3.94,m,Synergebooks.com,June 9th 2011
L'ultimo orco,Silvana De Mari,4.25,w,Salani,September 22nd 2005
El Pianista Sin Rostro,Christian Grenier,3.77,m,Cantaro Editores,May 28th 1999
The Blood Alchemist,Becca Andre,4.12,w,CreateSpace Independent Publishing Platform,May 16th 2014
